ID	RPM	RPM
EfM3.052480	5.03059516514	0
EfM3.052530	10.0611903303	0
EfM3.052560	0	0
EfM3.052570	24.6956489925	0
EfM3.052610	18.750400161	0
EfM3.052630	11.4331708299	0
EfM3.052660	26.0676294921	0
EfM3.052670	1.37198049958	0
EfM3.052730	22.8663416597	0
EfM3.052760	43.4460491535	0
EfM3.052850	0	0
EfM3.052880	6.40257566472	0
EfM3.052900	29.2689173245	0
EfM3.052910	0.457326833195	0
EfM3.053010	25.1529758257	0
EfM3.053020	0	0
EfM3.053040	11.4331708299	0
EfM3.053050	29.7262441576	0
EfM3.053060	23.7809953261	0
EfM3.053130	0.457326833195	0
EfM3.053150	53.0499126506	0
EfM3.053170	0	0
EfM3.053180	12.3478244963	0
EfM3.053250	1.37198049958	0
EfM3.053260	0.457326833195	0
EfM3.053270	0	0
EfM3.053280	0.457326833195	0
EfM3.053320	24.2383221593	0
EfM3.053350	93.7520008049	0
EfM3.053400	5.94524883153	0
EfM3.053430	0.914653666389	0
EfM3.053440	1.37198049958	0
EfM3.053460	21.4943611601	0
EfM3.053470	39.3301076547	0
EfM3.053500	9.14653666389	0
EfM3.053510	0.457326833195	0
EfM3.053520	11.8904976631	0
EfM3.053530	3.65861466556	0
EfM3.053540	0.914653666389	0
EfM3.053570	46.6473369859	0
EfM3.053610	1.82930733278	0
EfM3.053660	0.457326833195	0
EfM3.053670	0.457326833195	0
EfM3.053690	67.2270444796	0
EfM3.053700	69.5136786456	0
EfM3.053710	1.37198049958	0
EfM3.053800	44.3607028199	0
EfM3.053830	6.40257566472	0
EfM3.053850	1.37198049958	0
EfM3.053870	75.0016006439	0
EfM3.053900	21.4943611601	0
EfM3.053910	0	0
EfM3.053920	0	0
EfM3.053930	0	0
EfM3.053940	0	0
EfM3.053980	2.28663416597	0
EfM3.054040	11.8904976631	0
EfM3.054080	9.14653666389	0
EfM3.054090	14.177131829	0
EfM3.054110	13.7198049958	0
EfM3.054140	59.9098151485	0
EfM3.054170	0.914653666389	0
EfM3.054280	43.4460491535	0
EfM3.054320	25.6103026589	0
EfM3.054390	39.3301076547	0
EfM3.054410	24.6956489925	0
EfM3.054470	7.31722933111	0
EfM3.054480	96.4959618041	0
EfM3.054500	23.3236684929	0
EfM3.054510	8.2318829975	0
EfM3.054520	7.31722933111	0
EfM3.054580	16.0064391618	0
EfM3.054590	20.1223806606	0
EfM3.054610	35.6714929892	0
EfM3.054630	16.9210928282	0
EfM3.054650	73.6296201443	0
EfM3.054670	8.2318829975	0
EfM3.054740	0.457326833195	0
EfM3.054760	4.11594149875	0
EfM3.054770	0	0
EfM3.054780	1.37198049958	0
EfM3.054790	0	0
EfM3.054800	0	0
EfM3.054810	8.2318829975	0
EfM3.054820	5.48792199834	0
EfM3.054840	5.03059516514	0
EfM3.054870	6.40257566472	0
EfM3.054880	0.457326833195	0
EfM3.054890	0	0
EfM3.054900	3.65861466556	0
EfM3.054910	1.82930733278	0
EfM3.054920	8.6892098307	0
EfM3.054930	2.28663416597	0
EfM3.054950	0	0
EfM3.054960	3.65861466556	0
EfM3.054970	26.0676294921	0
EfM3.054980	3.65861466556	0
EfM3.054990	0	0
EfM3.055010	5.94524883153	0
EfM3.055050	0.457326833195	0
EfM3.055060	0.914653666389	0
EfM3.055070	8.2318829975	0
EfM3.055080	4.57326833195	0
EfM3.055100	42.9887223203	0
EfM3.055130	4.11594149875	0
EfM3.055170	0	0
EfM3.055180	0	0
EfM3.055190	0.457326833195	0
EfM3.055230	15.0917854954	0
EfM3.055250	48.4766443186	0
EfM3.055260	29.7262441576	0
EfM3.055270	8.2318829975	0
EfM3.055280	0.457326833195	0
EfM3.055330	0.457326833195	0
EfM3.055340	1.37198049958	0
EfM3.055360	41.1594149875	0
EfM3.055380	3.20128783236	0
EfM3.055400	7.31722933111	0
EfM3.055420	13.2624781626	0
EfM3.055430	0.914653666389	0
EfM3.055470	14.6344586622	0
EfM3.055560	36.5861466556	0
EfM3.055570	0.457326833195	0
EfM3.055590	62.6537761477	0
EfM3.055680	3.20128783236	0
EfM3.055690	0.457326833195	0
EfM3.055700	0	0
EfM3.055710	5.03059516514	0
EfM3.055740	4.11594149875	0
EfM3.055770	4.11594149875	0
EfM3.055780	8.2318829975	0
EfM3.055790	22.4090148265	0
EfM3.055810	64.4830834804	0
EfM3.055910	35.6714929892	0
EfM3.055920	32.0128783236	0
EfM3.055970	3.20128783236	0
EfM3.055980	0	0
EfM3.056050	2.28663416597	0
EfM3.056070	64.4830834804	0
EfM3.056080	26.9822831585	0
EfM3.056090	1.37198049958	0
EfM3.056130	17.8357464946	0
EfM3.056150	60.8244688149	0
EfM3.056210	1.82930733278	0
EfM3.056240	63.1111029809	0
EfM3.056250	31.5555514904	0
EfM3.056260	7.77455616431	0
EfM3.056280	3.65861466556	0
EfM3.056390	94.2093276381	0
EfM3.056410	36.1288198224	0
EfM3.056430	10.9758439967	0
EfM3.056460	3.20128783236	0
EfM3.056470	0.914653666389	0
EfM3.056480	13.7198049958	0
EfM3.056490	13.7198049958	0
EfM3.056520	44.3607028199	0
EfM3.056540	0.457326833195	0
EfM3.056570	33.3848588232	0
EfM3.056590	0.457326833195	0
EfM3.056600	0	0
EfM3.056630	48.0193174854	0
EfM3.056650	91.9226934721	0
EfM3.056690	30.1835709908	0
EfM3.056710	21.9516879933	0
EfM3.056750	4.57326833195	0
EfM3.056770	15.5491123286	0
EfM3.056780	17.8357464946	0
EfM3.056800	52.1352589842	0
EfM3.056810	12.3478244963	0
EfM3.056830	11.8904976631	0
EfM3.056840	20.1223806606	0
EfM3.056850	7.77455616431	0
EfM3.056860	0	0
EfM3.056870	9.14653666389	0
EfM3.056890	1.37198049958	0
EfM3.056950	4.11594149875	0
EfM3.056960	4.11594149875	0
EfM3.056970	3.20128783236	0
EfM3.056980	4.57326833195	0
EfM3.057030	60.3671419817	0
EfM3.057040	81.4041763086	0
EfM3.057060	26.9822831585	0
EfM3.057100	9.60386349709	0
EfM3.057110	0	0
EfM3.057120	15.0917854954	0
EfM3.057130	10.5185171635	0
EfM3.057150	14.6344586622	0
EfM3.057170	6.85990249792	0
EfM3.057190	11.4331708299	0
EfM3.057210	49.391297985	0
EfM3.057220	12.8051513294	0
EfM3.057250	72.2576396447	0
EfM3.057260	1.37198049958	0
EfM3.057270	6.40257566472	0
EfM3.057290	1.37198049958	0
EfM3.057300	2.74396099917	0
EfM3.057310	7.77455616431	0
EfM3.057330	38.4154539883	0
EfM3.057360	28.3542636581	0
EfM3.057370	2.74396099917	0
EfM3.057400	2.28663416597	0
EfM3.057410	2.74396099917	0
EfM3.057420	12.3478244963	0
EfM3.057460	5.03059516514	0
EfM3.057470	2.74396099917	0
EfM3.057510	7.31722933111	0
EfM3.057530	70.8856591452	0
EfM3.057560	16.9210928282	0
EfM3.057610	21.037034327	0
EfM3.057620	0	0
EfM3.057630	0	0
EfM3.057690	0	0
EfM3.057760	22.4090148265	0
EfM3.057780	1.37198049958	0
EfM3.057790	14.6344586622	0
EfM3.057810	0.914653666389	0
EfM3.057860	31.5555514904	0
EfM3.057880	11.8904976631	0
EfM3.057890	5.94524883153	0
EfM3.057920	1.82930733278	0
EfM3.057950	9.14653666389	0
EfM3.057980	37.9581271552	0
EfM3.058000	0.457326833195	0
EfM3.058060	17.3784196614	0
EfM3.058090	17.3784196614	0
EfM3.058110	0.457326833195	0
EfM3.058120	21.037034327	0
EfM3.058170	8.2318829975	0
EfM3.058200	18.2930733278	0
EfM3.058220	18.750400161	0
EfM3.058300	48.4766443186	0
EfM3.058360	40.2447613211	0
EfM3.058380	82.318829975	0
EfM3.058410	0	0
EfM3.058450	0	0
EfM3.058460	29.7262441576	0
EfM3.058470	62.6537761477	0
EfM3.058480	10.0611903303	0
EfM3.058500	0.914653666389	0
EfM3.058510	59.4524883153	0
EfM3.058560	19.6650538274	0
EfM3.058590	0	0
EfM3.058600	13.2624781626	0
EfM3.058620	6.85990249792	0
EfM3.058640	15.0917854954	0
EfM3.058670	0.457326833195	0
EfM3.058680	31.0982246572	0
EfM3.058710	48.0193174854	0
EfM3.058740	42.9887223203	0
EfM3.058750	2.28663416597	0
EfM3.058800	6.85990249792	0
EfM3.058810	0.457326833195	0
EfM3.058820	0	0
EfM3.058840	3.65861466556	0
EfM3.058870	0	0
EfM3.058890	5.94524883153	0
EfM3.058900	14.6344586622	0
EfM3.059000	44.8180296531	0
EfM3.059020	32.0128783236	0
EfM3.059070	34.2995124896	0
EfM3.059090	46.1900101527	0
EfM3.059100	8.2318829975	0
EfM3.059110	45.2753564863	0
EfM3.059160	18.750400161	0
EfM3.059170	45.2753564863	0
EfM3.059200	43.4460491535	0
EfM3.059230	75.0016006439	0
EfM3.059250	2.74396099917	0
EfM3.059300	33.8421856564	0
EfM3.059320	52.1352589842	0
EfM3.059390	0	0
EfM3.059400	1.82930733278	0
EfM3.059410	41.1594149875	0
EfM3.059430	21.037034327	0
EfM3.059440	13.2624781626	0
EfM3.059460	1.82930733278	0
EfM3.059480	2.28663416597	0
EfM3.059580	4.11594149875	0
EfM3.059590	1.37198049958	0
EfM3.059610	9.14653666389	0
EfM3.059620	5.94524883153	0
EfM3.059630	4.57326833195	0
EfM3.059640	6.85990249792	0
EfM3.059650	0	0
EfM3.059660	0	0
EfM3.059680	15.0917854954	0
EfM3.059710	42.5313954871	0
EfM3.059720	18.2930733278	0
EfM3.059730	0.914653666389	0
EfM3.059740	8.6892098307	0
EfM3.059760	4.11594149875	0
EfM3.059780	1.82930733278	0
EfM3.059790	81.4041763086	0
EfM3.059810	0.457326833195	0
EfM3.059820	51.677932151	0
EfM3.059860	0	0
EfM3.059870	77.2882348099	0
EfM3.059910	3.20128783236	0
EfM3.059960	14.6344586622	0
EfM3.059970	3.20128783236	0
EfM3.060040	27.8969368249	0
EfM3.060050	0	0
EfM3.060070	1.82930733278	0
EfM3.060090	48.0193174854	0
EfM3.060100	0	0
EfM3.060110	2.74396099917	0
EfM3.060170	9.14653666389	0
EfM3.060180	41.1594149875	0
EfM3.060190	6.85990249792	0
EfM3.060200	12.3478244963	0
EfM3.060210	13.7198049958	0
EfM3.060260	3.65861466556	0
EfM3.060300	1.82930733278	0
EfM3.060330	13.7198049958	0
EfM3.060400	0.457326833195	0
EfM3.060460	27.4396099917	0
EfM3.060470	14.6344586622	0
EfM3.060480	13.2624781626	0
EfM3.060530	12.3478244963	0
EfM3.060620	63.5684298141	0
EfM3.060650	26.9822831585	0
EfM3.060660	42.9887223203	0
EfM3.060730	3.65861466556	0
EfM3.060760	18.750400161	0
EfM3.060770	20.1223806606	0
EfM3.060800	0	0
EfM3.060810	61.2817956481	0
EfM3.060820	35.6714929892	0
EfM3.060840	3.65861466556	0
EfM3.060980	0	0
EfM3.061030	83.6908104746	0
EfM3.061120	34.2995124896	0
EfM3.061140	57.1658541493	0
EfM3.061160	10.9758439967	0
EfM3.061185	7.77455616431	0
EfM3.061200	4.57326833195	0
EfM3.061210	57.1658541493	0
EfM3.061220	7.77455616431	0
EfM3.061270	0	0
EfM3.061280	0	0
EfM3.061300	80.4895226423	0
EfM3.061310	0	0
EfM3.061330	2.28663416597	0
EfM3.061340	0	0
EfM3.061350	0	0
EfM3.061360	0	0
EfM3.061370	69.9710054788	0
EfM3.061440	5.03059516514	0
EfM3.061500	0	0
EfM3.061510	0	0
EfM3.061520	3.20128783236	0
EfM3.061560	0.457326833195	0
EfM3.061570	13.2624781626	0
EfM3.061640	16.9210928282	0
EfM3.061670	10.5185171635	0
EfM3.061870	8.2318829975	0
EfM3.061880	4.57326833195	0
EfM3.061890	19.6650538274	0
EfM3.061910	29.7262441576	0
EfM3.061940	17.8357464946	0
EfM3.061990	25.6103026589	0
EfM3.062040	0	0
EfM3.062050	60.3671419817	0
EfM3.062060	0.914653666389	0
EfM3.062100	37.0434734888	0
EfM3.062110	19.2077269942	0
EfM3.062120	17.3784196614	0
EfM3.062130	0	0
EfM3.062140	2.74396099917	0
EfM3.062150	26.5249563253	0
EfM3.062180	0.914653666389	0
EfM3.062240	0	0
EfM3.062250	88.7214056398	0
EfM3.062290	10.9758439967	0
EfM3.062320	4.11594149875	0
EfM3.062350	0	0
EfM3.062380	60.3671419817	0
EfM3.062420	37.0434734888	0
EfM3.062440	0.914653666389	0
EfM3.062460	5.03059516514	0
EfM3.062510	50.3059516514	0
EfM3.062650	34.2995124896	0
EfM3.062660	21.4943611601	0
EfM3.062670	24.6956489925	0
EfM3.062680	15.5491123286	0
EfM3.062690	1.37198049958	0
EfM3.062700	40.2447613211	0
EfM3.062710	0.914653666389	0
EfM3.062720	5.48792199834	0
EfM3.062730	3.20128783236	0
EfM3.062740	5.94524883153	0
EfM3.062750	10.0611903303	0
EfM3.062760	0.457326833195	0
EfM3.062780	39.3301076547	0
EfM3.062790	22.8663416597	0
EfM3.062800	22.8663416597	0
EfM3.062810	47.104663819	0
EfM3.062830	3.20128783236	0
EfM3.062860	13.2624781626	0
EfM3.062870	18.2930733278	0
EfM3.062880	0	0
EfM3.062890	0	0
EfM3.062900	0	0
EfM3.062910	0	0
EfM3.062950	20.5797074938	0
EfM3.062965	8.2318829975	0
EfM3.062970	0.457326833195	0
EfM3.062980	2.28663416597	0
EfM3.063000	0.914653666389	0
EfM3.063060	0	0
EfM3.063110	0.457326833195	0
EfM3.063120	0.457326833195	0
EfM3.063150	9.60386349709	0
EfM3.063160	43.4460491535	0
EfM3.063190	5.03059516514	0
EfM3.063210	3.20128783236	0
EfM3.063220	3.20128783236	0
EfM3.063230	0.457326833195	0
EfM3.063240	0	0
EfM3.063270	4.11594149875	0
EfM3.063280	3.65861466556	0
EfM3.063350	73.1722933111	0
EfM3.063370	36.1288198224	0
EfM3.063390	14.6344586622	0
EfM3.063420	1.37198049958	0
EfM3.063500	28.8115904913	0
EfM3.063520	8.6892098307	0
EfM3.063530	72.2576396447	0
EfM3.063540	9.14653666389	0
EfM3.063550	0	0
EfM3.063570	2.74396099917	0
EfM3.063590	25.6103026589	0
EfM3.063640	0.457326833195	0
EfM3.063660	0	0
EfM3.063690	2.28663416597	0
EfM3.063800	50.7632784846	0
EfM3.063820	26.0676294921	0
EfM3.063850	8.6892098307	0
EfM3.063880	9.14653666389	0
EfM3.063890	2.74396099917	0
EfM3.063900	5.94524883153	0
EfM3.063920	21.9516879933	0
EfM3.063950	33.8421856564	0
EfM3.063980	22.8663416597	0
EfM3.064080	31.5555514904	0
EfM3.064090	22.4090148265	0
EfM3.064130	0	0
EfM3.064140	0	0
EfM3.064150	54.8792199834	0
EfM3.064220	26.9822831585	0
EfM3.064240	3.65861466556	0
EfM3.064260	8.2318829975	0
EfM3.064280	6.40257566472	0
EfM3.064300	24.2383221593	0
EfM3.064340	1.37198049958	0
EfM3.064370	0	0
EfM3.064380	0	0
EfM3.064390	0	0
EfM3.064400	0	0
EfM3.064410	0	0
EfM3.064420	49.8486248182	0
EfM3.064440	2.74396099917	0
EfM3.064450	0	0
EfM3.064460	8.6892098307	0
EfM3.064510	22.4090148265	0
EfM3.064520	8.2318829975	0
EfM3.064570	0	0
EfM3.064610	14.177131829	0
EfM3.064640	0	0
EfM3.064660	32.0128783236	0
EfM3.064680	6.40257566472	0
EfM3.064790	43.4460491535	0
EfM3.064810	85.5201178074	0
EfM3.064840	26.0676294921	0
EfM3.064850	6.85990249792	0
EfM3.064870	16.9210928282	0
EfM3.064880	1.82930733278	0
EfM3.064910	5.03059516514	0
EfM3.064960	10.0611903303	0
EfM3.064980	22.4090148265	0
EfM3.065030	27.8969368249	0
EfM3.065070	18.750400161	0
EfM3.065100	53.964566317	0
EfM3.065110	54.8792199834	0
EfM3.065120	60.3671419817	0
EfM3.065130	5.48792199834	0
EfM3.065140	35.214166156	0
EfM3.065160	8.6892098307	0
EfM3.065210	16.0064391618	0
EfM3.065260	8.6892098307	0
EfM3.065270	0	0
EfM3.065280	0	0
EfM3.065290	0	0
EfM3.065300	8.6892098307	0
EfM3.065310	78.6602153095	0
EfM3.065320	0.914653666389	0
EfM3.065330	0	0
EfM3.065350	24.6956489925	0
EfM3.065390	3.20128783236	0
EfM3.065410	18.2930733278	0
EfM3.065470	28.8115904913	0
EfM3.065560	0.457326833195	0
EfM3.065570	2.74396099917	0
EfM3.065600	1.82930733278	0
EfM3.065660	7.31722933111	0
EfM3.065670	28.3542636581	0
EfM3.065680	11.4331708299	0
EfM3.065690	2.74396099917	0
EfM3.065700	20.1223806606	0
EfM3.065710	20.5797074938	0
EfM3.065720	0	0
EfM3.065730	0	0
EfM3.065740	0	0
EfM3.065750	12.8051513294	0
EfM3.065755	36.5861466556	0
EfM3.065770	3.65861466556	0
EfM3.065780	6.85990249792	0
EfM3.065800	9.60386349709	0
EfM3.065820	3.65861466556	0
EfM3.065880	22.8663416597	0
EfM3.065900	14.177131829	0
EfM3.065940	3.20128783236	0
EfM3.065950	10.9758439967	0
EfM3.065980	29.7262441576	0
EfM3.066000	40.7020881543	0
EfM3.066040	6.40257566472	0
EfM3.066050	3.65861466556	0
EfM3.066070	2.28663416597	0
EfM3.066080	8.2318829975	0
EfM3.066090	8.2318829975	0
EfM3.066110	1.37198049958	0
EfM3.066140	0	0
EfM3.066170	17.8357464946	0
EfM3.066180	13.2624781626	0
EfM3.066190	1.82930733278	0
EfM3.066220	0.914653666389	0
EfM3.066260	23.3236684929	0
EfM3.066320	25.1529758257	0
EfM3.066380	20.1223806606	0
EfM3.066480	89.6360593061	0
EfM3.066510	11.8904976631	0
EfM3.066530	29.2689173245	0
EfM3.066540	44.3607028199	0
EfM3.066560	1.82930733278	0
EfM3.066630	10.5185171635	0
EfM3.066670	26.5249563253	0
EfM3.066730	2.74396099917	0
EfM3.066800	79.1175421427	0
EfM3.066810	0	0
EfM3.066840	0.457326833195	0
EfM3.066900	10.9758439967	0
EfM3.066930	4.57326833195	0
EfM3.066960	0	0
EfM3.067010	0	0
EfM3.067030	0	0
EfM3.067040	0	0
EfM3.067050	51.677932151	0
EfM3.067120	4.11594149875	0
EfM3.067130	8.2318829975	0
EfM3.067140	6.85990249792	0
EfM3.067150	0	0
EfM3.067180	14.177131829	0
EfM3.067210	16.0064391618	0
EfM3.067260	0	0
EfM3.067270	0	0
EfM3.067280	0	0
EfM3.067320	22.8663416597	0
EfM3.067350	0.914653666389	0
EfM3.067360	0	0
EfM3.067370	15.5491123286	0
EfM3.067430	3.65861466556	0
EfM3.067470	17.8357464946	0
EfM3.067480	29.2689173245	0
EfM3.067500	25.6103026589	0
EfM3.067530	10.9758439967	0
EfM3.067560	21.037034327	0
EfM3.067580	70.428332312	0
EfM3.067660	11.8904976631	0
EfM3.067670	80.9468494754	0
EfM3.067710	53.964566317	0
EfM3.067760	3.65861466556	0
EfM3.067770	28.3542636581	0
EfM3.067800	25.1529758257	0
EfM3.067820	39.3301076547	0
EfM3.067850	11.4331708299	0
EfM3.067880	18.750400161	0
EfM3.067890	1.37198049958	0
EfM3.067920	14.177131829	0
EfM3.067930	39.7874344879	0
EfM3.067940	10.9758439967	0
EfM3.067990	10.5185171635	0
EfM3.068040	64.4830834804	0
EfM3.068100	26.0676294921	0
EfM3.068110	59.4524883153	0
EfM3.068120	21.9516879933	0
EfM3.068130	24.2383221593	0
EfM3.068140	14.6344586622	0
EfM3.068150	34.2995124896	0
EfM3.068180	40.2447613211	0
EfM3.068250	1.82930733278	0
EfM3.068290	12.3478244963	0
EfM3.068310	14.177131829	0
EfM3.068330	35.6714929892	0
EfM3.068360	0	0
EfM3.068460	31.0982246572	0
EfM3.068490	0.914653666389	0
EfM3.068510	1.82930733278	0
EfM3.068560	61.2817956481	0
EfM3.068640	4.11594149875	0
EfM3.068650	4.11594149875	0
EfM3.068690	37.500800322	0
EfM3.068710	20.5797074938	0
EfM3.068740	19.2077269942	0
EfM3.068760	74.0869469775	0
EfM3.068770	58.0805078157	0
EfM3.068780	20.1223806606	0
EfM3.068850	4.11594149875	0
EfM3.068870	5.03059516514	0
EfM3.068930	57.6231809825	0
EfM3.068940	87.3494251402	0
EfM3.068960	25.6103026589	0
EfM3.069010	33.8421856564	0
EfM3.069020	5.03059516514	0
EfM3.069070	47.104663819	0
EfM3.069120	0	0
EfM3.069200	2.28663416597	0
EfM3.069230	5.94524883153	0
EfM3.069270	60.8244688149	0
EfM3.069320	0	0
EfM3.069330	9.60386349709	0
EfM3.069360	5.03059516514	0
EfM3.069370	39.7874344879	0
EfM3.069390	35.6714929892	0
EfM3.069420	0	0
EfM3.069430	0	0
EfM3.069440	0	0
EfM3.069640	9.60386349709	0
EfM3.069680	6.85990249792	0
EfM3.069700	24.6956489925	0
EfM3.069710	23.7809953261	0
EfM3.069730	2.74396099917	0
EfM3.069820	10.9758439967	0
EfM3.069830	0.457326833195	0
EfM3.069850	3.20128783236	0
EfM3.069860	1.82930733278	0
EfM3.069870	5.48792199834	0
EfM3.069890	20.1223806606	0
EfM3.069950	19.6650538274	0
EfM3.069970	3.20128783236	0
EfM3.069980	69.9710054788	0
EfM3.069990	0.914653666389	0
EfM3.070060	48.0193174854	0
EfM3.070120	14.6344586622	0
EfM3.070130	8.2318829975	0
EfM3.070140	37.9581271552	0
EfM3.070160	5.48792199834	0
EfM3.070210	6.85990249792	0
EfM3.070220	1.82930733278	0
EfM3.070230	14.177131829	0
EfM3.070290	13.2624781626	0
EfM3.070300	8.6892098307	0
EfM3.070310	27.8969368249	0
EfM3.070320	16.0064391618	0
EfM3.070330	12.3478244963	0
EfM3.070360	5.03059516514	0
EfM3.070370	24.2383221593	0
EfM3.070440	20.1223806606	0
EfM3.070450	0	0
EfM3.070480	12.3478244963	0
EfM3.070490	0	0
EfM3.070500	0	0
EfM3.070530	5.94524883153	0
EfM3.070560	14.6344586622	0
EfM3.070580	60.3671419817	0
EfM3.070600	5.94524883153	0
EfM3.070670	0.457326833195	0
EfM3.070680	30.640897824	0
EfM3.070700	45.2753564863	0
EfM3.070720	75.9162543103	0
EfM3.070740	37.500800322	0
EfM3.070750	5.03059516514	0
EfM3.070780	34.2995124896	0
EfM3.070820	27.4396099917	0
EfM3.070880	44.8180296531	0
EfM3.070900	30.640897824	0
EfM3.070940	0	0
EfM3.070950	18.750400161	0
EfM3.070960	3.65861466556	0
EfM3.070980	14.177131829	0
EfM3.071060	20.5797074938	0
EfM3.071070	8.6892098307	0
EfM3.071090	14.6344586622	0
EfM3.071100	0.457326833195	0
EfM3.071110	3.65861466556	0
EfM3.071120	40.2447613211	0
EfM3.071130	25.1529758257	0
EfM3.071250	31.0982246572	0
EfM3.071290	0	0
EfM3.071310	11.4331708299	0
EfM3.071330	20.5797074938	0
EfM3.071340	3.20128783236	0
EfM3.071420	66.3123908132	0
EfM3.071450	33.8421856564	0
EfM3.071490	8.2318829975	0
EfM3.071500	0	0
EfM3.071540	14.177131829	0
EfM3.071560	14.6344586622	0
EfM3.071575	6.85990249792	0
EfM3.071590	16.9210928282	0
EfM3.071650	64.0257566472	0
EfM3.071660	33.3848588232	0
EfM3.071690	56.2512004829	0
EfM3.071700	27.4396099917	0
EfM3.071710	1.82930733278	0
EfM3.071730	0.457326833195	0
EfM3.071750	2.28663416597	0
EfM3.071770	61.2817956481	0
EfM3.071820	1.82930733278	0
EfM3.071830	37.9581271552	0
EfM3.071840	27.4396099917	0
EfM3.071860	0	0
EfM3.071870	0	0
EfM3.071880	9.60386349709	0
EfM3.071890	13.7198049958	0
EfM3.071920	10.5185171635	0
EfM3.071970	11.4331708299	0
EfM3.071980	0	0
EfM3.072020	4.11594149875	0
EfM3.072030	8.2318829975	0
EfM3.072040	58.5378346489	0
EfM3.072060	21.4943611601	0
EfM3.072160	12.3478244963	0
EfM3.072220	80.4895226423	0
EfM3.072260	17.8357464946	0
EfM3.072270	15.5491123286	0
EfM3.072340	58.0805078157	0
EfM3.072410	0	0
EfM3.072490	54.8792199834	0
EfM3.072510	22.4090148265	0
EfM3.072530	4.11594149875	0
EfM3.072540	13.2624781626	0
EfM3.072560	12.8051513294	0
EfM3.072570	0	0
EfM3.072580	0	0
EfM3.072590	0	0
EfM3.072620	2.74396099917	0
EfM3.072630	4.57326833195	0
EfM3.072640	10.9758439967	0
EfM3.072650	27.4396099917	0
EfM3.072660	18.750400161	0
EfM3.072680	14.177131829	0
EfM3.072710	71.3429859784	0
EfM3.072720	23.3236684929	0
EfM3.072730	2.28663416597	0
EfM3.072750	1.37198049958	0
EfM3.072760	0	0
EfM3.072770	5.48792199834	0
EfM3.072790	10.5185171635	0
EfM3.072820	40.7020881543	0
EfM3.072830	1.82930733278	0
EfM3.072850	48.4766443186	0
EfM3.072870	69.5136786456	0
EfM3.072900	30.640897824	0
EfM3.072920	17.8357464946	0
EfM3.072950	29.2689173245	0
EfM3.072970	9.14653666389	0
EfM3.073010	0.457326833195	0
EfM3.073050	18.750400161	0
EfM3.073060	15.5491123286	0
EfM3.073090	7.77455616431	0
EfM3.073100	69.0563518124	0
EfM3.073120	11.4331708299	0
EfM3.073140	5.03059516514	0
EfM3.073155	17.3784196614	0
EfM3.073240	62.1964493145	0
EfM3.073250	20.1223806606	0
EfM3.073290	3.20128783236	0
EfM3.073300	1.37198049958	0
EfM3.073330	20.5797074938	0
EfM3.073360	0	0
EfM3.073410	64.4830834804	0
EfM3.073420	16.0064391618	0
EfM3.073430	14.177131829	0
EfM3.073450	11.8904976631	0
EfM3.073470	0.914653666389	0
EfM3.073510	25.1529758257	0
EfM3.073550	4.11594149875	0
EfM3.073560	15.5491123286	0
EfM3.073590	11.8904976631	0
EfM3.073600	4.57326833195	0
EfM3.073640	9.14653666389	0
EfM3.073660	0.457326833195	0
EfM3.073740	58.9951614821	0
EfM3.073920	2.28663416597	0
EfM3.073980	18.2930733278	0
EfM3.074000	11.8904976631	0
EfM3.074030	0	0
EfM3.074040	16.9210928282	0
EfM3.074090	3.20128783236	0
EfM3.074100	3.20128783236	0
EfM3.074160	21.037034327	0
EfM3.074220	13.2624781626	0
EfM3.074230	28.3542636581	0
EfM3.074290	42.5313954871	0
EfM3.074370	22.4090148265	0
EfM3.074380	44.3607028199	0
EfM3.074390	10.5185171635	0
EfM3.074400	36.5861466556	0
EfM3.074460	5.48792199834	0
EfM3.074470	53.964566317	0
EfM3.074480	69.9710054788	0
EfM3.074530	26.5249563253	0
EfM3.074540	97.8679423036	0
EfM3.074560	34.2995124896	0
EfM3.074580	10.5185171635	0
EfM3.074620	94.2093276381	0
EfM3.074670	28.3542636581	0
EfM3.074700	20.1223806606	0
EfM3.074710	18.750400161	0
EfM3.074740	44.3607028199	0
EfM3.074790	0.914653666389	0
EfM3.074820	4.57326833195	0
EfM3.074830	3.65861466556	0
EfM3.074860	47.104663819	0
EfM3.074870	25.1529758257	0
EfM3.074920	17.3784196614	0
EfM3.074930	0	0
EfM3.074970	18.2930733278	0
EfM3.075000	5.03059516514	0
EfM3.075020	0.457326833195	0
EfM3.075060	47.5619906522	0
EfM3.075100	0	0
EfM3.075110	3.65861466556	0
EfM3.075130	0.457326833195	0
EfM3.075190	0	0
EfM3.075210	15.0917854954	0
EfM3.075230	32.4702051568	0
EfM3.075250	0	0
EfM3.075260	0	0
EfM3.075300	9.60386349709	0
EfM3.075340	0	0
EfM3.075350	4.11594149875	0
EfM3.075360	0	0
EfM3.075380	20.5797074938	0
EfM3.075390	35.6714929892	0
EfM3.075400	5.94524883153	0
EfM3.075440	5.48792199834	0
EfM3.075460	5.03059516514	0
EfM3.075480	5.03059516514	0
EfM3.075490	0	0
EfM3.075500	0	16.515003881
EfM3.075510	56.2512004829	0
EfM3.075560	4.57326833195	0
EfM3.075580	2.74396099917	0
EfM3.075670	1.82930733278	0
EfM3.075680	8.2318829975	0
EfM3.075700	23.7809953261	0
EfM3.075730	11.4331708299	0
EfM3.075750	5.48792199834	0
